Stamnummer,Thuisploeg,Uitploeg
2553,RSC Tontelange,RSC Tontelange
2554,Unknown Club,Unknown Club
2555,Union Merelbeke,Union Merelbeke
2556,Unknown Club,Unknown Club
2557,CS Corbion,CS Corbion
2558,VC Groot Dilbeek,VC Groot Dilbeek
2559,Unknown Club,Unknown Club
2560,Kortessemse VV,Kortessemse VV
2561,Unknown Club,Unknown Club
2562,KFC Grün-Weiss Amel,KFC Grün-Weiss Amel
2563,Unknown Club,Unknown Club
2564,Königlicher Honsfelder SV,Königlicher Honsfelder SV
2565,Unknown Club,Unknown Club
2566,Niel SK,Niel SK
2567,Unknown Club,Unknown Club
2568,FC Voorwaarts Nevele,FC Voorwaarts Nevele
2569,Unknown Club,Unknown Club
2570,FC Dochamps,FC Dochamps
2571,Unknown Club,Unknown Club
2572,FCRV Macquenoise,FCRV Macquenoise
2573,OC Nismes,OC Nismes
2574,Unknown Club,Unknown Club
2575,KFC Eendracht Hooglede,KFC Eendracht Hooglede
2576,Eendracht Mazenzele Opwijk,Eendracht Mazenzele Opwijk
2577,VK Weerde,VK Weerde
2578,Unknown Club,Unknown Club
2579,Zutendaal VV,Zutendaal VV
2580,Unknown Club,Unknown Club
2581,AJS Buvrinnes,AJS Buvrinnes
2582,Eendracht Meldert,Eendracht Meldert
2583,RFC Rocherath,RFC Rocherath
2584,CS Lensois,CS Lensois
2585,RC Meldert,RC Meldert
2586,RFC Hérinnes,RFC Hérinnes
2587,FC Patro Piétrain,FC Patro Piétrain
2588,Alfa Andenne,Alfa Andenne
2589,Unknown Club,Unknown Club
2590,Jeunesse Bourdon,Jeunesse Bourdon
2591,Unknown Club,Unknown Club
2592,FC Zegelsem,FC Zegelsem
2593,Unknown Club,Unknown Club
2594,KSC Wielsbeke,KSC Wielsbeke
2595,Unknown Club,Unknown Club
2596,Seraing Athlétique RFC,Seraing Athlétique RFC
2597,Unknown Club,Unknown Club
2598,Patro-Othée FC,Patro-Othée FC
2599,VC Jong Neervelp,VC Jong Neervelp
2600,VV Sint-Maria-Horebeke,VV Sint-Maria-Horebeke
2601,Unknown Club,Unknown Club
2602,Haut-Fays Sport,Haut-Fays Sport
2603,Unknown Club,Unknown Club
2604,RES Vaux,RES Vaux
2605,Unknown Club,Unknown Club
2606,CS Lumay,CS Lumay
2607,Unknown Club,Unknown Club
2608,RJS Anseremmoise,RJS Anseremmoise
2609,Unknown Club,Unknown Club
2610,SK Lombeek-Liedekerke,SK Lombeek-Liedekerke
2611,RUS Sainte-Marie-sur-Semois,RUS Sainte-Marie-sur-Semois
2612,EC Beho,EC Beho
2613,Unknown Club,Unknown Club
2614,KSK Snaaskerke,KSK Snaaskerke
2615,Unknown Club,Unknown Club
2616,Bodegem Kapelle United,Bodegem Kapelle United
2617,KSK Oostnieuwkerke,KSK Oostnieuwkerke
2618,Unknown Club,Unknown Club
2619,FC Drogenbos,FC Drogenbos
2620,Unknown Club,Unknown Club
2621,FC Doggen Erembodegem,FC Doggen Erembodegem
2622,Unknown Club,Unknown Club
2623,SK Boekhoute,SK Boekhoute
2624,Union Bossière Gembloux,Union Bossière Gembloux
2625,FC Verrewinkel,FC Verrewinkel
2626,Unknown Club,Unknown Club
2627,S-R Incourt,S-R Incourt
2628,KVV Duffel,KVV Duffel
2629,Éclair Sportif Signeulx,Éclair Sportif Signeulx
2630,FC Wavreille,FC Wavreille
2631,RFC Rapid Symphorinois,RFC Rapid Symphorinois
2632,Unknown Club,Unknown Club
2633,Wallonia FC Fays-les-Veneurs,Wallonia FC Fays-les-Veneurs
2634,Unknown Club,Unknown Club
2635,FC Incourt,FC Incourt
2636,Unknown Club,Unknown Club
2637,SC Somme-Leuze,SC Somme-Leuze
2638,Unknown Club,Unknown Club
2639,Verbroedering Loksbergen,Verbroedering Loksbergen
2640,RES Vaux-sur-Sûre,RES Vaux-sur-Sûre
2641,KVGS de Bremfluiters,KVGS de Bremfluiters
2642,Unknown Club,Unknown Club
2643,KFC Poppel,KFC Poppel
2644,Unknown Club,Unknown Club
2645,Espoir Club Velainois,Espoir Club Velainois
2646,Unknown Club,Unknown Club
2647,Korbeek Sport,Korbeek Sport
2648,RUS d'Érezée,RUS d'Érezée
2649,AS Regné,AS Regné
2650,Étoile Elsautoise,Étoile Elsautoise
2651,RSC Haneffe,RSC Haneffe
2652,Unknown Club,Unknown Club
2653,La Jeunesse Sportive Morialmé,La Jeunesse Sportive Morialmé
2654,SC Villers-devant-Orval,SC Villers-devant-Orval
2655,JS Grivegnée,JS Grivegnée
2656,RJS Habaysienne,RJS Habaysienne
2657,Unknown Club,Unknown Club
2658,EC Jamoigne-Chiny,EC Jamoigne-Chiny
2659,JS Isiéroise,JS Isiéroise
2660,Unknown Club,Unknown Club
2661,KFC Vrij Arendonk,KFC Vrij Arendonk
2662,Unknown Club,Unknown Club
2663,KVV Waterloos-Voorshoven,KVV Waterloos-Voorshoven
2664,Unknown Club,Unknown Club
2665,SK Nevele,SK Nevele
2666,Unknown Club,Unknown Club
2667,Sporting Bruxelles,Sporting Bruxelles
2668,Unknown Club,Unknown Club
2669,VC Kester,VC Kester
2670,Houtlandse Verstandhouding,Houtlandse Verstandhouding
2671,Unknown Club,Unknown Club
2672,SC de Néchin,SC de Néchin
2673,Unknown Club,Unknown Club
2674,Ruisbroek SK,Ruisbroek SK
2675,Unknown Club,Unknown Club
2676,FLT sports et loisirs Achêne,FLT sports et loisirs Achêne
2677,Unknown Club,Unknown Club
2678,VC Terheide,VC Terheide
2679,Unknown Club,Unknown Club
2680,FC Bonanza Sint-Martens-Lierde,FC Bonanza Sint-Martens-Lierde
2681,CS Onhaye,CS Onhaye
2682,US Riézoise,US Riézoise
2683,JS Montigny-Landelies,JS Montigny-Landelies
2684,Unknown Club,Unknown Club
2685,Black Star FC,Black Star FC
2686,ES de la Lesse Redu,ES de la Lesse Redu
2687,Unknown Club,Unknown Club
2688,US Saint-Remy,US Saint-Remy
2689,Unknown Club,Unknown Club
2690,VC Sparta Landen,VC Sparta Landen
2691,Union Club de Bras,Union Club de Bras
2692,Unknown Club,Unknown Club
2693,FC Eupen 1963,FC Eupen 1963
2694,Unknown Club,Unknown Club
2695,Unknown Club,Unknown Club
2696,Unknown Club,Unknown Club
2697,Union Sportive Hensies,Union Sportive Hensies
2698,AS Mont-Saint-André,AS Mont-Saint-André
2699,Unknown Club,Unknown Club
2700,VV Martenslinde,VV Martenslinde
2701,RDK Gravelo,RDK Gravelo
2702,Unknown Club,Unknown Club
2703,US Maconaise,US Maconaise
2704,FC Honnay,FC Honnay
2705,SK Nieuwkapelle,SK Nieuwkapelle
2706,Berloz-Brouck-Willine FC,Berloz-Brouck-Willine FC
2707,Unknown Club,Unknown Club
2708,Wallonia Club Sibret,Wallonia Club Sibret
2709,RC Villers-la-Ville,RC Villers-la-Ville
2710,UDE Liège,UDE Liège
2711,VC Eendracht Deftinge,VC Eendracht Deftinge
2712,Unknown Club,Unknown Club
2713,Blauwvoet VV Kessenich,Blauwvoet VV Kessenich
2714,Concordia Duras,Concordia Duras
2715,Association Montkainoise,Association Montkainoise
2716,Unknown Club,Unknown Club
2717,Union des Referees Ardennes-Condroz,Union des Referees Ardennes-Condroz
2718,Unknown Club,Unknown Club
2719,FC Val d'Heure,FC Val d'Heure
2720,JS Fumaloise,JS Fumaloise
2721,Unknown Club,Unknown Club
2722,Vereniging Antwerpse Clubs Lagere Afdeling,Vereniging Antwerpse Clubs Lagere Afdeling
2723,Unknown Club,Unknown Club
2724,JS Racour,JS Racour
2725,Unknown Club,Unknown Club
2726,FC Tintigny,FC Tintigny
2727,Eendracht Sint-Anna Bottelare,Eendracht Sint-Anna Bottelare
2728,Unknown Club,Unknown Club
2729,FC Torpedo Hasselt,FC Torpedo Hasselt
2730,Tenneville Sports,Tenneville Sports
2731,Unknown Club,Unknown Club
2732,FC Vitrival,FC Vitrival
2733,JS Cerfontaine,JS Cerfontaine
2734,FC Limelette,FC Limelette
2735,Unknown Club,Unknown Club
2736,Sporting Wijchmaal,Sporting Wijchmaal
2737,Tienen United,Tienen United
2738,Unknown Club,Unknown Club
2739,FC Namoussart,FC Namoussart
2740,CS Mont-Saint-Guibert,CS Mont-Saint-Guibert
2741,Unknown Club,Unknown Club
2742,VV Nieuwerkerken,VV Nieuwerkerken
2743,JS Fizoise,JS Fizoise
2744,Unknown Club,Unknown Club
2745,Jeunesse Sportive de Tavigny,Jeunesse Sportive de Tavigny
2746,Sporting Heldergem,Sporting Heldergem
2747,VS Kortenaken,VS Kortenaken
2748,FC Eendracht Hekelgem,FC Eendracht Hekelgem
2749,OHR Huldenberg,OHR Huldenberg
2750,Unknown Club,Unknown Club
2751,ES Heydoise,ES Heydoise
2752,KVC Houtem-Oplinter,KVC Houtem-Oplinter
2753,Unknown Club,Unknown Club
2754,FC Hellas Verviers,FC Hellas Verviers
2755,Unknown Club,Unknown Club
2756,Liga Lagere Afdelingsclubs West-Vlaanderen,Liga Lagere Afdelingsclubs West-Vlaanderen
2757,Unknown Club,Unknown Club
2758,Volharding VC Okselaar,Volharding VC Okselaar
2759,Unknown Club,Unknown Club
2760,US Solrézienne,US Solrézienne
2761,Unknown Club,Unknown Club
2762,Sporting Club Donk,Sporting Club Donk
2763,Unknown Club,Unknown Club
2764,FC Winterslag 88,FC Winterslag 88
2765,Unknown Club,Unknown Club
2766,JSC Vesquevilloise,JSC Vesquevilloise
2767,SL Wurfeld Maaseik,SL Wurfeld Maaseik
2768,Unknown Club,Unknown Club
2769,US Étalle,US Étalle
2770,KVVE Massemen,KVVE Massemen
2771,FC Netegalm,FC Netegalm
2772,FC Passendale,FC Passendale
2773,Heidebloem Wijshagen,Heidebloem Wijshagen
2774,US Assenois,US Assenois
2775,FC Walem,FC Walem
2776,VC Rijmenam,VC Rijmenam
2777,Unknown Club,Unknown Club
2778,SC Rachecourt,SC Rachecourt
2779,Unknown Club,Unknown Club
2780,Sportief Rotselaar,Sportief Rotselaar
2781,ES Petigny-Frasnes,ES Petigny-Frasnes
2782,ES Gimnéenne,ES Gimnéenne
2783,US Carlsbourg-Merny,US Carlsbourg-Merny
2784,Unknown Club,Unknown Club
2785,Crossing Vissenaken,Crossing Vissenaken
2786,ES Chaumont,ES Chaumont
2787,SK Lozen,SK Lozen
2788,Unknown Club,Unknown Club
2789,SK Poperinge,SK Poperinge
2790,Unknown Club,Unknown Club
2791,R. Entente de Clubs de la Province de Liège,R. Entente de Clubs de la Province de Liège
2792,Eendracht Louwel,Eendracht Louwel
2793,Standaard Meerbeek,Standaard Meerbeek
2794,ES Wellinoise,ES Wellinoise
2795,Unknown Club,Unknown Club
2796,RC Gentbrugge,RC Gentbrugge
2797,FC Thor Destelbergen,FC Thor Destelbergen
2798,FC Eendracht Leerne,FC Eendracht Leerne
2799,Unknown Club,Unknown Club
2800,FC Hargimontois,FC Hargimontois
2801,Unknown Club,Unknown Club
2802,JS Solrézienne,JS Solrézienne
2803,FC de Oignies,FC de Oignies
2804,FC Transvaal Vedrin,FC Transvaal Vedrin
2805,Unknown Club,Unknown Club
2806,US Emines,US Emines
2807,Unknown Club,Unknown Club
2808,FC Kaprijke-Bentille,FC Kaprijke-Bentille
2809,Unknown Club,Unknown Club
2810,Park FC Houthalen,Park FC Houthalen
2811,CS Sart-Tilman,CS Sart-Tilman
2812,Unknown Club,Unknown Club
2813,Sporting Erps-Kwerps,Sporting Erps-Kwerps
2814,Unknown Club,Unknown Club
2815,Baudour ASC,Baudour ASC
2816,Unknown Club,Unknown Club
2817,KRC Peer,KRC Peer
2818,VK Knesselare,VK Knesselare
2819,Unknown Club,Unknown Club
2820,Rode Duivels Zoutleeuw,Rode Duivels Zoutleeuw
2821,UJS Charleroi,UJS Charleroi
2822,FC Edixvelde,FC Edixvelde
2823,FC Brussegem,FC Brussegem
2824,Entente Châtelet,Entente Châtelet
2825,Sporting Budingen,Sporting Budingen
2826,Pont-à-Celles-Buzet,Pont-à-Celles-Buzet
2827,Unknown Club,Unknown Club
2828,FC White Star Schorvoort,FC White Star Schorvoort
2829,KVV Klauwaarts Bassevelde,KVV Klauwaarts Bassevelde
2830,SK Sint-Amands,SK Sint-Amands
2831,Bregel Sport,Bregel Sport
2832,US Bure,US Bure
2833,FC Esplechin,FC Esplechin
2834,US d'Auderghem,US d'Auderghem
2835,Unknown Club,Unknown Club
2836,FC Petit-Enghien,FC Petit-Enghien
2837,Koninklijke Sporting Club Wiekevorst,Koninklijke Sporting Club Wiekevorst
2838,VV Standaard Everberg,VV Standaard Everberg
2839,Baulet Sport,Baulet Sport
2840,FC Lembeke,FC Lembeke
2841,Unknown Club,Unknown Club
2842,Eendracht Verrebroek,Eendracht Verrebroek
2843,ES Durbuysienne,ES Durbuysienne
2844,Entente Sportive Viroin-Olloy,Entente Sportive Viroin-Olloy
2845,ES Jallet-Goesnes,ES Jallet-Goesnes
2846,KS Verbroedering Hoeselt,KS Verbroedering Hoeselt
2847,Unknown Club,Unknown Club
2848,KFC Petegem-aan-Schelde,KFC Petegem-aan-Schelde
2849,Blauw-Wit Lombeek,Blauw-Wit Lombeek
2850,FC Eprave,FC Eprave
2851,FC Marbaisien,FC Marbaisien
2852,Unknown Club,Unknown Club
2853,ES Boninne,ES Boninne
2854,US Sombreffoise,US Sombreffoise
2855,FC Panters Okegem,FC Panters Okegem
2856,Unknown Club,Unknown Club
2857,WS Meerdonk,WS Meerdonk
2858,FC Saint-Servais,FC Saint-Servais
2859,SC Bovigny,SC Bovigny
2860,Unknown Club,Unknown Club
2861,FC Vurste-Semmerzake,FC Vurste-Semmerzake
2862,Unknown Club,Unknown Club
2863,FC Coutisse,FC Coutisse
2864,GS Mopertingen,GS Mopertingen
2865,SC Dikkelvenne,SC Dikkelvenne
2866,FC Veeweyde,FC Veeweyde
2867,US Vecmont,US Vecmont
2868,Entente Sportive Alloise,Entente Sportive Alloise
2869,Unknown Club,Unknown Club
2870,Bonneville Sport,Bonneville Sport
2871,Unknown Club,Unknown Club
2872,Espoir Club Erpion,Espoir Club Erpion
2873,Unknown Club,Unknown Club
2874,CD Furia Española,CD Furia Española
2875,Unknown Club,Unknown Club
2876,FC de Wihéries,FC de Wihéries
2877,Unknown Club,Unknown Club
2878,Valencia VC Piringen,Valencia VC Piringen
2879,Unknown Club,Unknown Club
2880,Sint-Anneke Sport,Sint-Anneke Sport
2881,Unknown Club,Unknown Club
2882,RWL Sport,RWL Sport
2883,Unknown Club,Unknown Club
2884,Voorwaarts Duisburg,Voorwaarts Duisburg
2885,FC Ransart Sport,FC Ransart Sport
2886,SK Grembergen,SK Grembergen
2887,Kluisbergen Sportief,Kluisbergen Sportief
2888,FC Sparta Heestert,FC Sparta Heestert
2889,JS Mageretoise,JS Mageretoise
2890,FC De Zeven Zele,FC De Zeven Zele
2891,Unknown Club,Unknown Club
2892,JB Eigenbilzen,JB Eigenbilzen
2893,Unknown Club,Unknown Club
2894,SK Bellem,SK Bellem
2895,Unknown Club,Unknown Club
2896,ES de Saint-Pierre,ES de Saint-Pierre
2897,RC de Rance,RC de Rance
2898,VV Vladslo,VV Vladslo
2899,Standard Club Feschaux,Standard Club Feschaux
2900,Sporting Grote-Brogel,Sporting Grote-Brogel
2901,SK Lokeren Doorslaar,SK Lokeren Doorslaar
2902,ES Chatillon,ES Chatillon
2903,FC JS Bouffioulx,FC JS Bouffioulx
2904,SC Clabecq,SC Clabecq
2905,Unknown Club,Unknown Club
2906,Amicale Club Morlanwelz,Amicale Club Morlanwelz
2907,AS Baisieux-Quiévrain,AS Baisieux-Quiévrain
2908,Unknown Club,Unknown Club
2909,VV Herleving Lippelo,VV Herleving Lippelo
2910,Unknown Club,Unknown Club
2911,RC de Schaerbeek,RC de Schaerbeek
2912,KFC Hamont 99,KFC Hamont 99
2913,SK Dennenheem Hertsberge,SK Dennenheem Hertsberge
2914,Standard Club Crupet,Standard Club Crupet
2915,DAVO Westende,DAVO Westende
2916,FC Tenstar Melle,FC Tenstar Melle
2917,Unknown Club,Unknown Club
2918,JS Froidchapelloise,JS Froidchapelloise
2919,Unknown Club,Unknown Club
2920,FC Sint-Kruis-Winkel,FC Sint-Kruis-Winkel
2921,Unknown Club,Unknown Club
2922,FC Jemelle,FC Jemelle
2923,Unknown Club,Unknown Club
2924,Velm VV,Velm VV
2925,Entente Dionaise,Entente Dionaise
2926,US Lesve-Besinne-Arbre,US Lesve-Besinne-Arbre
2927,FC Groene Heide Houwaart,FC Groene Heide Houwaart
2928,CS Burdinnois,CS Burdinnois
2929,Unknown Club,Unknown Club
2930,FC Eendracht Berbroek,FC Eendracht Berbroek
2931,Unknown Club,Unknown Club
2932,Fenerbahce RS Beverlo,Fenerbahce RS Beverlo
2933,Unknown Club,Unknown Club
2934,FC Büllingen,FC Büllingen
2935,Unknown Club,Unknown Club
2936,FC Vacresse,FC Vacresse
2937,Unknown Club,Unknown Club
2938,Sparta Lille,Sparta Lille
2939,Unknown Club,Unknown Club
2940,Entente Sportive Meix-le-Tige,Entente Sportive Meix-le-Tige
2941,US Awenne,US Awenne
2942,US d'Ophain,US d'Ophain
2943,Unknown Club,Unknown Club
2944,VK Niel,VK Niel
2945,FC Ramsdonk,FC Ramsdonk
2946,SK Oetingen VC,SK Oetingen VC
2947,SV Aartselaar,SV Aartselaar
2948,Unknown Club,Unknown Club
2949,SL Villers-Matima,SL Villers-Matima
2950,FC Helkijn,FC Helkijn
2951,Unknown Club,Unknown Club
2952,FC Nalinnois,FC Nalinnois
2953,FC Rillaar,FC Rillaar
2954,Chevetogne Football,Chevetogne Football
2955,Unknown Club,Unknown Club
2956,JS Noduwez,JS Noduwez
2957,KGS Bree-Beek,KGS Bree-Beek
2958,AS Snef-Tyber,AS Snef-Tyber
2959,Unknown Club,Unknown Club
2960,FC Fontaine-Valmont,FC Fontaine-Valmont
2961,SK Wondelgem,SK Wondelgem
2962,ES Izel,ES Izel
2963,VCT Terkoest Alken,VCT Terkoest Alken
2964,Grimbie 69,Grimbie 69
2965,Unknown Club,Unknown Club
2966,FC Blaasveld,FC Blaasveld
2967,SV Zaffelare,SV Zaffelare
2968,SK Herdersem,SK Herdersem
2969,FC Mont-sur-Marchienne-Collège,FC Mont-sur-Marchienne-Collège
2970,FC Oranja Erpe,FC Oranja Erpe
2971,FC Eksaarde,FC Eksaarde
2972,Unknown Club,Unknown Club
2973,FC Soumagne,FC Soumagne
2974,Unknown Club,Unknown Club
2975,FC De Zwaluw Vechmaa,FC De Zwaluw Vechmaa
2976,Unknown Club,Unknown Club
2977,SSD Opoeteren,SSD Opoeteren
2978,Unknown Club,Unknown Club
2979,Jeunesse Denéenne,Jeunesse Denéenne
2980,Unknown Club,Unknown Club
2981,SC Petit-Waret,SC Petit-Waret
2982,Unknown Club,Unknown Club
2983,Voetbalclub Geraardsbergen,Voetbalclub Geraardsbergen
2984,Unknown Club,Unknown Club
2985,US Thy-le-Château,US Thy-le-Château
2986,Unknown Club,Unknown Club
2987,ES Torgny,ES Torgny
2988,Unknown Club,Unknown Club
2989,SK Belgica Noorderwijk,SK Belgica Noorderwijk
2990,Sporting Ellikom,Sporting Ellikom
2991,Unknown Club,Unknown Club
2992,JSK Messelbroek,JSK Messelbroek
2993,CS d'Erpent Salzinnes,CS d'Erpent Salzinnes
2994,RC Ciergnon,RC Ciergnon
2995,Unknown Club,Unknown Club
2996,FC Soleilmont,FC Soleilmont
2997,Unknown Club,Unknown Club
2998,SG Rapid Oudler,SG Rapid Oudler
2999,SC Vance,SC Vance
3000,Racing Strijpen,Racing Strijpen
3001,Sporting Hasselt Runkst,Sporting Hasselt Runkst
3002,Minderhout VV,Minderhout VV
3003,Rienne Sports,Rienne Sports
3004,Unknown Club,Unknown Club
3005,Lokerse SV,Lokerse SV
3006,Patro Lensois,Patro Lensois
3007,CS Espérance Han-sur-Lesse,CS Espérance Han-sur-Lesse
3008,FC Frasnois,FC Frasnois
3009,FC Boussu-lez-Walcourt,FC Boussu-lez-Walcourt
3010,FC Basèclois,FC Basèclois
3011,FC Saint-Martin Pessoux,FC Saint-Martin Pessoux
3012,SK Wichelen,SK Wichelen
3013,USH Limontoise,USH Limontoise
3014,US Archennes-Pécrot,US Archennes-Pécrot
3015,FC Steenhuize,FC Steenhuize
3016,Daussois Sport,Daussois Sport
3017,FC Gerpinnes,FC Gerpinnes
3018,Unknown Club,Unknown Club
3019,CS Forges,CS Forges
3020,Lindelhoeven VV,Lindelhoeven VV
3021,Unknown Club,Unknown Club
3022,Standard Club Biercée,Standard Club Biercée
3023,Unknown Club,Unknown Club
3024,SK Vlierzele,SK Vlierzele
3025,FC Ellezellois,FC Ellezellois
3026,Unknown Club,Unknown Club
3027,VC Osta Meerbeke,VC Osta Meerbeke
3028,CS Toernich,CS Toernich
3029,SK Ottenburg,SK Ottenburg
3030,Unknown Club,Unknown Club
3031,SK Waanrode,SK Waanrode
3032,Unknown Club,Unknown Club
3033,FC Kerkbrugge,FC Kerkbrugge
3034,Unknown Club,Unknown Club
3035,Standard Flawinne FC,Standard Flawinne FC
3036,FC Wieze,FC Wieze
3037,Unknown Club,Unknown Club
3038,FC Hoogeinde Sint-Gillis-Waas,FC Hoogeinde Sint-Gillis-Waas
3039,ESFC du Geer,ESFC du Geer
3040,Unknown Club,Unknown Club
3041,CS Rémersdael,CS Rémersdael
3042,CS Bellevaux-Ligneuville,CS Bellevaux-Ligneuville
3043,Unknown Club,Unknown Club
3044,CS Bollandois,CS Bollandois
3045,Jeunesses Oleyennes Réunies,Jeunesses Oleyennes Réunies
3046,Sporting Vilvoorde-Koningslo,Sporting Vilvoorde-Koningslo
3047,Unknown Club,Unknown Club
3048,FC Heirnis Gent,FC Heirnis Gent
3049,Unknown Club,Unknown Club
3050,SK Wachtebeke,SK Wachtebeke
3051,Unknown Club,Unknown Club
3052,Étoile de Faimes,Étoile de Faimes
3053,FC Heisport Mol,FC Heisport Mol
3054,Unknown Club,Unknown Club
3055,SC Orsmaal,SC Orsmaal
3056,Unknown Club,Unknown Club
3057,FC Naninnois,FC Naninnois
3058,VK Watervliet,VK Watervliet
3059,FC de La Reid,FC de La Reid
3060,Unknown Club,Unknown Club
3061,CS Soye,CS Soye
3062,Provinciale Studiecommissie Oost-Vlaanderen,Provinciale Studiecommissie Oost-Vlaanderen
3063,Provinciale Studiecommissie Antwerpen,Provinciale Studiecommissie Antwerpen
3064,Sporting Tisselt,Sporting Tisselt
3065,FC Erwetegem,FC Erwetegem
3066,Unknown Club,Unknown Club
3067,ES Naomé,ES Naomé
3068,FC Ganshoren,FC Ganshoren
3069,Unknown Club,Unknown Club
3070,Gelmen VV,Gelmen VV
3071,US de Pesche,US de Pesche
3072,FC Standard de Châtelet,FC Standard de Châtelet
3073,FC Thulin,FC Thulin
3074,Entente Jehonvilloise,Entente Jehonvilloise
3075,SK Welle,SK Welle
3076,Unknown Club,Unknown Club
3077,FC Lillonia 66,FC Lillonia 66
3078,Sporting Eizeringen,Sporting Eizeringen
3079,VK Rode,VK Rode
3080,Football Club Chaumont-Gistoux,Football Club Chaumont-Gistoux
3081,ES Villance,ES Villance
3082,Ladies Heist-op-den-Berg,Ladies Heist-op-den-Berg
3083,ES Petitvoir-Tournay,ES Petitvoir-Tournay
3084,Jeunesse Autelbas,Jeunesse Autelbas
3085,FC Negenmanneke,FC Negenmanneke
3086,FC Meerhof,FC Meerhof
3087,Unknown Club,Unknown Club
3088,FC Kleit Maldegem,FC Kleit Maldegem
3089,Unknown Club,Unknown Club
3090,AEDEC Hyon,AEDEC Hyon
3091,AS Chimay-Virelles,AS Chimay-Virelles
3092,Eendracht Drongen 97,Eendracht Drongen 97
3093,RKC Hasselt,RKC Hasselt
3094,SK Pijpelheide,SK Pijpelheide
3095,KSV Melsen,KSV Melsen
3096,VC Leefdal Vooruit,VC Leefdal Vooruit
3097,Toekomst Relegem,Toekomst Relegem
3098,SC Tillet,SC Tillet
3099,VV Cercle Oedelem,VV Cercle Oedelem
3100,Unknown Club,Unknown Club
3101,ES Frasnes-Moustier,ES Frasnes-Moustier
3102,Unknown Club,Unknown Club
3103,FC Bra,FC Bra
3104,US Estinnoise,US Estinnoise
3105,SJV Motbroek,SJV Motbroek
3106,JSC Brugelette,JSC Brugelette
3107,Unknown Club,Unknown Club
3108,SC Vallois,SC Vallois
3109,Unknown Club,Unknown Club
3110,VK Sint-Agatha-Berchem,VK Sint-Agatha-Berchem
3111,RC Dourdois,RC Dourdois
3112,AC Estaimbourg,AC Estaimbourg
3113,Unknown Club,Unknown Club
3114,VK Wilskracht Moorsel,VK Wilskracht Moorsel
3115,Unknown Club,Unknown Club
3116,AS Dion-Valmont,AS Dion-Valmont
3117,Unknown Club,Unknown Club
3118,Pavillon Dochard,Pavillon Dochard
3119,JS Gaurain,JS Gaurain
3120,Unknown Club,Unknown Club
3121,US Thumaide,US Thumaide
3122,Unknown Club,Unknown Club
3123,JS Merdorp,JS Merdorp
3124,Unknown Club,Unknown Club
3125,Étoile Sportive Transinnoise,Étoile Sportive Transinnoise
3126,Unknown Club,Unknown Club
3127,FC Zwaneven,FC Zwaneven
3128,Unknown Club,Unknown Club
3129,VK Lauw,VK Lauw
3130,AS Lathuy-Souveraine,AS Lathuy-Souveraine
3131,Unknown Club,Unknown Club
3132,VC Ede-Haaltert,VC Ede-Haaltert
3133,Olympia Wilrijk '72,Olympia Wilrijk '72
3134,Unknown Club,Unknown Club
3135,FC Pannenhoeve,FC Pannenhoeve
3136,SK Oudegem,SK Oudegem
3137,Unknown Club,Unknown Club
3138,VK Gelrode,VK Gelrode
3139,FC Berlaar-Heikant,FC Berlaar-Heikant
3140,Unknown Club,Unknown Club
3141,SK Semmerzake,SK Semmerzake
3142,FC Saint-Hubert Ramillies,FC Saint-Hubert Ramillies
3143,Alliance Huppaytoise,Alliance Huppaytoise
3144,SK Pepingen-Halle,SK Pepingen-Halle
3145,Heis Sport Bilzen,Heis Sport Bilzen
3146,VK Penarol Engsbergen,VK Penarol Engsbergen
3147,FC Dworp,FC Dworp
3148,SC Begonia Lochristi,SC Begonia Lochristi
3149,Unknown Club,Unknown Club
3150,JS Beauvechain,JS Beauvechain
3151,Sporting Merelbeke,Sporting Merelbeke
3152,FC Inter Jandrain-Jandrenouille,FC Inter Jandrain-Jandrenouille
3153,Unknown Club,Unknown Club
3154,FC Beigem,FC Beigem
3155,Unknown Club,Unknown Club
3156,Huccorgne Sports,Huccorgne Sports
3157,VK Nieuwenrode,VK Nieuwenrode
3158,KDN United,KDN United
3159,Racing Club de Bruxelles (7759),Racing Club de Bruxelles (7759)
3160,FC Kerksken,FC Kerksken
3161,Unknown Club,Unknown Club
3162,FC Arlon,FC Arlon
3163,Unknown Club,Unknown Club
3164,FC Saint-Germain,FC Saint-Germain
3165,Unknown Club,Unknown Club
3166,Racing Muide,Racing Muide
3167,Athlétique Club Le Rœulx,Athlétique Club Le Rœulx
3168,Union Cécilienne,Union Cécilienne
3169,SC Saive,SC Saive
3170,ESC Horrues,ESC Horrues
3171,Mellet Sports,Mellet Sports
3172,FC Saint-Michel,FC Saint-Michel
3173,Baanbrekers Tremelo,Baanbrekers Tremelo
3174,Koninklijke Lyra TSV,Koninklijke Lyra TSV
3175,Zeveren Sportief,Zeveren Sportief
3176,JS Falisolle-Aisemont,JS Falisolle-Aisemont
3177,ES Bourcy,ES Bourcy
3178,Jeunesse Taviétoise,Jeunesse Taviétoise
3179,Boutersem United,Boutersem United
3180,Unknown Club,Unknown Club
3181,VK Holsbeek,VK Holsbeek
3182,SK Meldert,SK Meldert
3183,Unknown Club,Unknown Club
3184,Verbroedering Strijland Gooik,Verbroedering Strijland Gooik
3185,Unknown Club,Unknown Club
3186,FC Punt-Larum,FC Punt-Larum
3187,Unknown Club,Unknown Club
3188,AS Gérouville,AS Gérouville
